Textbox2,Textbox256,Textbox3
State: Karnataka     District: All Districts     From Month: December     From Year: 2020     To Month: December     To Year: 2023,Note : All Length in Kms.,NQM* : National Quality Monitor     SQM# : State Quality Monitor

Textbox39,Textbox37,Textbox35,Textbox33,Textbox31,Textbox11,Textbox15,Textbox17,Textbox13,Textbox19,Textbox21,Textbox40,DISTRICT_NAME,BLOCK_NAME,SANCTION_YEAR,IMS_PACKAGE_ID,IMS_ROAD_NAME,IMS_PAV_LENGTH,NQM_INSP_COUNT,NQM_GRADE,SQM_INSP_COUNT1,SQM_GRADE,Textbox67,Textbox72,Textbox73,Textbox74
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Badami,2020-2021,KN0153C,"MRL15-Gubberakoppa to Join Guledagudda via HIrebudihal, Teggi, Tougunshi, Muradi",0.000,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Badami,2020-2021,KN0153D,"MRL15-Gubberakoppa to Join Guledagudda via HIrebudihal, Teggi, Tougunshi, Muradi",0.000,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Badami,2022-2023,KN0176,MRL08-Gubberakoppa to Agasanakoppa via Maninagar Yankanchi,5.830,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bagalkot,2007-2008,KN0115,Handargal - Mankani,8.730,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bagalkot,2009-2010,KN0132,Sangondi - T - 05,13.600,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bagalkot,2013-2014,KN0140,L048-Kesanur to NH 218 via Anadinni,4.780,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bagalkot,2013-2014,KN0141,L031-Bevinamatti to SH 20,5.000,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bagalkot,2013-2014,KN0144,MRL3-Lawaleshwar to Chikkagulubal Via Jadaramakunti RC Muttatti,11.200,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bagalkot,2020-2021,KN0154,MRL52-Tulasigeri to Simekeri,5.750,1,Satisfactory,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bagalkot,2020-2021,KN0155,MRL02-Muranal to Join NH-367 via Veerapur ,3.860,1,Satisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bagalkot,2020-2021,KN0156,MRL14-Maharudrappa Totad Vasti to Benakatti via Honnakatti,3.370,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bagalkot,2022-2023,KN0178A,"MRL53-Khajjidoni to join MDR via Kalasakoppa, Chikkashellikeri ",0.000,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bilgi,2005-2006,KN0109,Arakeri  - Kundaragi via Shiraguppi,4.500,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bilgi,2005-2006,KN0110,Shivapur   - Basav-Hanchinal  road,2.500,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bilgi,2013-2014,KN0145,MRL1-Sonna RC to NH-218,8.100,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bilgi,2020-2021,KN0172,MRL19-Chikkalagundi to Arakeri,7.470,1,Satisfactory,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bilgi,2020-2021,KN0173,MRL15-Siddapur to Ballur Vasti and joining Budanamaddi vasti and Teggi  to ballur vasti road,5.120,1,Satisfactory,4,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Bilgi,2022-2023,KN0179,MRL24-Koppa sk to Halagali,4.140,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2001-2002,KN0103,Kandagal to Somalapur,3.000,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2001-2002,KN0105,Ramathal to Benal,4.000,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2003-2004,KN0107,Madhapur link road,3.500,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2003-2004,KN0107,Kandagal,1.500,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2007-2008,KN0117,Chikkamagi - T15,10.490,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2009-2010,KN0136,Bevinal  - T - 20,7.780,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2013-2014,KN0139,L070 - Kadiwal Kallapur approach road,3.620,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2013-2014,KN0146,MRL1-Sankalapur to Join NH Via Chikkakodagali LT-2 Hirekodagali,10.790,1,Satisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2020-2021,KN0157,MRL22-Amarawati to MDR,5.700,1,Satisfactory,4,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2020-2021,KN0158,MRL17-Amaravati to SH 20 (mudagal road ) Road ,3.740,1,Satisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2020-2021,KN0159,"MRL15-Kamadatta to Rakkasagi via Iddalagi, Thimmapur ",16.330,1,Satisfactory,8,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2020-2021,KN0159A,"MRL15-Kamadatta to Rakkasagi via Iddalagi, Thimmapur ",0.000,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2020-2021,KN0159B,"MRL15-Kamadatta to Rakkasagi via Iddalagi, Thimmapur ",0.000,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2020-2021,KN0160,MRL16-Kandagal to Join SH (Raichur Bachi road),7.100,1,Satisfactory,8,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Hungund,2020-2021,KN0160A,MRL16-Kandagal to Join SH (Raichur Bachi road),0.000,0,--,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Jamakhandi,2007-2008,KN0125,Shiraguppi - Yallatti-t13,12.980,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Jamakhandi,2020-2021,KN0161,MRL38-Khajibilagi-Gadyal,6.250,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Jamakhandi,2020-2021,KN0162,MRL78-Kagawad-Kaladagi SH to Shegunashi upto tq border via Halingali,4.110,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Jamakhandi,2020-2021,KN0163,MRL29-kulahalli to Jamakhandi Kudachi SH via Bavimaddi,5.340,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Jamakhandi,2020-2021,KN0163A,MRL29-kulahalli to Jamakhandi Kudachi SH via Bavimaddi,0.000,0,--,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Jamakhandi,2020-2021,KN0164,MRL43-Tubachi to Savalagi Tungal Road,9.230,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Jamakhandi,2020-2021,KN0165,MRL64-Hunashikatti to Galagali Road via Konnur,5.030,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Jamakhandi,2022-2023,KN0168,MRL25-Jagadal to join Chimmad-Kallali road via Seemikallavva temple,5.450,1,Satisfactory,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Jamakhandi,2022-2023,KN0183,MRL10-Kallalli Siddapur,7.860,1,Satisfactory,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Mudhol,2013-2014,KN0148,MRL1-Marpur-Madhabahavi-Sangahattti to join SH,8.300,1,Satisfactory,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Mudhol,2013-2014,KN0149,MRL2-BNavagrma to Bidri-Antapur-Baragi to join Marikatti,11.600,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Mudhol,2020-2021,KN0166,MRL21-Mudhol Nippani (near belagali) to join Mudhol-Navalagi MDR via Mughalkhod,8.060,1,Required Improvement,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Mudhol,2020-2021,KN0167,MRL06-SH 34 to SH 18 via Shirol and Soraganv,5.450,1,Satisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Mudhol,2020-2021,KN0167A,MRL06-SH 34 to SH 18 via Shirol and Soraganv,0.000,0,--,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Mudhol,2020-2021,KN0168,MRL17-Dhavaleshwar to Marapur and upto TQ border,3.180,1,Satisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Mudhol,2020-2021,KN0169,MRL13-Dhavaleshwar - Belagali (upto Mahalingapur-Nandagaon MDR and SH App Road),4.630,1,Satisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Mudhol,2020-2021,KN0170,MRL22-Halagali Chikkalagundi,4.110,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Bagalkot,Mudhol,2020-2021,KN0171,MRL19-Jeeragal to Ingalagi and connecting Mudhol-Anagavadi road,5.880,1,Satisfactory,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Devanahalli,2013-2014,KN02108,"MRL2-Indrasanahalli to NH-07 Via, Hegganahalli, Nagamangala, Chowdanahalli, Sadahalli, Poojanahalli",7.320,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Devanahalli,2019-2020,KN02120,"MRL07-MDR (Budigere road) to Tellahally agrahara road  via Boodihal, Channahally,Chikka Hosahally",6.550,0,--,8,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Devanahalli,2019-2020,KN02121,"MRL09-SH 104 to Taluk Border via, Kondenahally, Kaggalahally, Jonnahally, Devanayakanahally",3.840,1,Satisfactory,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Devanahalli,2019-2020,KN02122,"MRL21-NH-207 to Taluk Border via, konaginabele, Doddakurubarahally, Varadenahally, Naganayakanahally, ",11.380,1,Satisfactory,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Devanahalli,2020-2021,KN02135,"MRL17-NH-207 to Yelahanka Vijayapura Road(MDR-4) via, Haralur, Polanahally, Mattabaralu",7.310,0,--,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Doddaballapur,2013-2014,KN02111,"MRL7-Bommanahalli to NH 207 Via, Galibikote, Gundasandra, Hanabe, Basappapalya, Mandibyadrahalli, Ke",8.910,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Doddaballapur,2013-2014,KN02112,MRL1 - Bokipura to Kadanuru Via Kalludevanahalli,4.068,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Doddaballapur,2013-2014,KN02113,"MRL6-Seegepalya to Hulikunte Via, Apakaranahalli",4.240,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Doddaballapur,2019-2020,KN02123,"MRL06-Kondasandra to MDR 22  via  Thubagere, Nellugudige, Geddalapalya, Palpaldinne",4.400,1,Satisfactory,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Doddaballapur,2019-2020,KN02124,"MRL11-NH207 to Koluru via Thalagavara, Honnagatta",5.030,1,Satisfactory,4,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Doddaballapur,2019-2020,KN02125,"T02-MDR 7 to MDR 4( KK Road) via Nellikuntepalya, Nelkunte, Tanda Nagashettihalli, Cheelanahalli,Tippur, Madeswara, Bomanahalli, Kadabyadarahalli ",13.700,1,Satisfactory,9,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Hosakote,2019-2020,KN02126,"MRL24-Banamakanahally MDR to Gundrahally via Agasarahally, Marasandrahally, Sathiganahally, Hedakanahally",5.960,0,--,4,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Hosakote,2019-2020,KN02127,"MRL23-Kembliganahally to Bavapura via C.T. Gollahally, Malliyappanahally, K- Sathyavara, Channigalapura",6.740,1,Satisfactory,4,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Hosakote,2019-2020,KN02128,"T02-Upparahalli TO Doddakoliga VIA, Muthakadally, Beguru, Kamblipura, Kurubarahally, Sonnadenahally",10.400,0,--,9,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Hosakote,2019-2020,KN02129,"MRL05-Doddakoliga MDR TO Doddanallurahally MDR VIA, Chikkanallurahally, Beguru , Beemakanahally, Bagalur",6.160,1,Satisfactory,9,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Nelamangala,2013-2014,KN02117,MRL3 - NH-04 To Thyamagondnhalli,5.172,1,Satisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Nelamangala,2013-2014,KN02118,MRL5-Arebommanahalli to Byadrahalli Colony,8.230,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Bangalore R,Nelamangala,2013-2014,KN02119,MRL2-Baradi to T-Begur,4.550,1,Satisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
