Textbox2,Textbox256,Textbox3
State: Bihar     District: All Districts     From Month: December     From Year: 2022     To Month: December     To Year: 2023,Note : All Length in Kms.,NQM* : National Quality Monitor     SQM# : State Quality Monitor

Textbox39,Textbox37,Textbox35,Textbox33,Textbox31,Textbox11,Textbox15,Textbox17,Textbox13,Textbox19,Textbox21,Textbox40,DISTRICT_NAME,BLOCK_NAME,SANCTION_YEAR,IMS_PACKAGE_ID,IMS_ROAD_NAME,IMS_PAV_LENGTH,NQM_INSP_COUNT,NQM_GRADE,SQM_INSP_COUNT1,SQM_GRADE,Textbox67,Textbox72,Textbox73,Textbox74
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Bhargama,2022-2023,BR01P3R08,MRL04-Mahthawa to Shekhpura Jagta,6.920,1,Satisfactory,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2016-2017,BR01R215,L036-Ramai More to ramai Mandal Tola (VR36) ,1.338,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2016-2017,BR01R227,L056-Arraha to Kurwa (VR56) ,3.600,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2017-2018,BR01R275,Bishnupur - Pipara,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2018-2019,BR01R-325,L035-Mukhia chowk to Ghoragaht (VR35) ,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2018-2019,BR01R-326,L045-Raniganj Road to Laxmipur (VR71) ,0.000,0,--,2,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2018-2019,BR01R-328,Ranganj Forbesganj Road - Laxmipur,0.000,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2018-2019,BR01R-336,Morbala - Forbisganj,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2018-2019,BR01R-344,NH 57 Subhash Chowk - Dumaria Barampur,0.000,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2018-2019,BR01R-347,PWD_Road_Pargana_Chowk - Shahawaspur,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2018-2019,BR01R-350,Morbala - Forbisganj,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2018-2019,BR01R-351,NH 57 (Burja Chowk) - Shaffganj,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2018-2019,BR01R-355,Kursakanta_Hatta_Chowk - Forbisganj_via_Dogra_Bandh_Part_B,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2019-2020,BR01P2R-03,T01-Manikpur to rahik pathara,9.100,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2022-2023,BR01P3R09,MRL20-NH-57 ZAKIRHUSSAIN BARDAHACHOWK TO SIMRAHA CHOWK,14.517,1,Satisfactory,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2022-2023,BR01P3R10,MRL14-Forbesganj to Fena,34.000,1,Satisfactory,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2022-2023,BR01P3R11,MRL23-DHOLBAJA TO PARWA,8.600,1,Satisfactory,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2022-2023,BR01P3R12,MRL25-PWD ROAD TO RAMAI VI GHORAGHAT,7.200,1,Satisfactory,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Forbisganj,2022-2023,BR01P3R13,T01-Nirpur to Kulahariya,5.274,1,Satisfactory,1,Required Improvement,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2013-2014,BR01R197, Matiyari (Dabhra) -  Domia,0.000,1,Satisfactory,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2013-2014,BR01R201,Darsana - Chakai via Hansatola,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2016-2017,BR01R244,L081-KHIRDA  TO MAJGAMA (VR81) ,0.000,1,Satisfactory,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2017-2018,BR01R278,L046-BAIRGACHHI TO SATBHITA (VR46) ,0.000,1,Satisfactory,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2017-2018,BR01R280,Tegnihat - Choukta,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2017-2018,BR01R281,Harba_Chowk - Malopada,0.000,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2017-2018,BR01R303,L032-MATIYARI TO RAHIKPUR (VR32) ,0.000,1,Satisfactory,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2018-2019,BR01R-369,Thakpol - Karhbana,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2018-2019,BR01R-370,"LRP (Taran)  - Balua Path including 3 link roads: Shyampur-Sukhsena, Dalatpur link, Daulatpur-Kamad",0.000,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2018-2019,BR01R-375,Harba_Chowk - Malopada,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2018-2019,BR01R-380,Harba_Chowk - Malopada,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2018-2019,BR01R-382,"LRP (Taran)  - Balua Path including 3 link roads: Shyampur-Sukhsena, Dalatpur link, Daulatpur-Kamad",0.000,1,Satisfactory,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2022-2023,BR01P3R06,MRL98-BENGA CHOWK TO HARWA,5.828,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Joukihat,2022-2023,BR01P3R07,MRL09-LALUABARI DABHARA TO PURNEA SEEMA,7.357,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Kursakanta,2018-2019,BR01R-383,Balchanda - Sundari_via_Rahamatmina,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Kursakanta,2019-2020,BR01P2R-04,T01-SUNDARI TO BALCHANDA,9.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Kursakanta,2019-2020,BR01P2R-05,T02-NEPAL BORDER GARAIA GAON TO NH-57 VIA PAHUNSI BALCHANDA,33.100,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Kursakanta,2019-2020,BR01P2R-06,T03-TARABARI PWD ROAD THANA CHOWK TO GHORA GHAT,13.000,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Kursakanta,2020-2021,BR01P2R-23,T01-SUNDARI TO BALCHANDA,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Kursakanta,2020-2021,BR01P2R-24,T01-SUNDARI TO BALCHANDA,0.000,0,--,1,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Kursakanta,2020-2021,BR01P2R-26,T02-NEPAL BORDER GARAIA GAON TO NH-57 VIA PAHUNSI BALCHANDA,0.000,0,--,1,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Narpatganj,2012-2013,BR26A,Dombana - Jitwarpur,0.000,0,--,1,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Narpatganj,2016-2017,BR01R257,L056-Rampur to bailsandi road (VR56) ,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Narpatganj,2019-2020,BR01P2R-07,T01-GHURNA TO JAI NAGAR VIA ACHARA,31.000,1,Satisfactory,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Narpatganj,2020-2021,BR01P2R-67,T01-GHURNA TO JAI NAGAR VIA ACHARA,0.000,0,--,1,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Narpatganj,2022-2023,BR01P3R14,T07-NARPATGANJ MARKET TO FULKAHA BORDER ROAD VIA LAXMIPUR,11.120,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Palasi,2017-2018,BR01R289,Batwa - Mahadeokol,0.000,0,--,1,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Palasi,2017-2018,BR01R290,Bhikha  - Balwa,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Palasi,2018-2019,BR01R-390,Kankhudia - Bhantabari,0.000,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Palasi,2019-2020,BR01P2R-08,T01-PWD ROAD MAINA MOD SE KALLIYAGANJ PWD ROAD TAK VIA DALA,18.000,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Palasi,2019-2020,BR01P2R-09,T02-NH-327E RANI CHOWK TO PWD ROAD PLASI HQ VIA DUMARIA ,24.000,1,Satisfactory,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Raniganj,2016-2017,BR01R212,T12-Bharaili to Dumra (VR29) ,0.000,0,--,1,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Raniganj,2016-2017,BR01R220,T15-Majhuwa lakunwar (VR52) ,5.270,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Raniganj,2016-2017,BR01R222,L043-Kharhat to rehua (VR43) ,3.257,0,--,1,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Raniganj,2016-2017,BR01R230,T13-Dhobinia to Karankia (VR30) ,4.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Raniganj,2019-2020,BR01P2R-10,T01-kamalpur dak bangla teo bousi,15.700,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Raniganj,2019-2020,BR01P2R-11,T08-RAHARIYA TO MADHEPURA BORDER,15.900,0,--,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Raniganj,2020-2021,BR01P2R-69,T08-RAHARIYA TO MADHEPURA BORDER,0.000,0,--,1,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Raniganj,2022-2023,BR01P3R15,MRL04-NH-327 E Betauna to Kupari Panchyat,5.580,1,Satisfactory,1,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Raniganj,2022-2023,BR01P3R16,MRL01-PWD Road Bistoriya to Jagta,6.010,1,Satisfactory,2,Satisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Sikti,2016-2017,BR01R207,L025-T02 TO TERAKHARDA (VR25) ,2.074,0,--,1,Unsatisfactory,Total,"11,429.448",485,"5,003"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,1,Araria,Sikti,2016-2017,BR01R269,T04-BARDAHA TO KUCHAHA (VR4) ,0.000,0,--,1,Satisfactory,Total,"11,429.448",485,"5,003"
