Textbox2,Textbox256,Textbox3
State: Gujarat     District: All Districts     From Month: December     From Year: 2020     To Month: December     To Year: 2023,Note : All Length in Kms.,NQM* : National Quality Monitor     SQM# : State Quality Monitor

Textbox39,Textbox37,Textbox35,Textbox33,Textbox31,Textbox11,Textbox15,Textbox17,Textbox13,Textbox19,Textbox21,Textbox40,DISTRICT_NAME,BLOCK_NAME,SANCTION_YEAR,IMS_PACKAGE_ID,IMS_ROAD_NAME,IMS_PAV_LENGTH,NQM_INSP_COUNT,NQM_GRADE,SQM_INSP_COUNT1,SQM_GRADE,Textbox67,Textbox72,Textbox73,Textbox74
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Amreli,Kunkavav,2020-2021,GJ0201P3,MRL01-Vadiya Barvala Baval Bhukhali Santhali  Road,8.009,1,Satisfactory,10,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Amreli,Kunkavav,2020-2021,GJ0201P3,MRL04-Devgam-Dadva Randal Road,5.896,1,Satisfactory,7,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Amreli,Lathi,2020-2021,GJ0203P3,MRL03-Bhingrad Ingorala Road,5.055,1,Satisfactory,4,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,2,Amreli,Lathi,2020-2021,GJ0207P3,MRL01-Damnagar-Rabhada-Bhatvadar-Bhamariya Road,7.540,0,--,4,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,3,Anand,Anand,2020-2021,GJ0303P3,T03-Napad Talpad Vadod Adas Sudan Road,13.140,1,Satisfactory,9,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,3,Anand,Anand,2020-2021,GJ0304P3,MRL01-Ode Khoblipura Kunjrav Road,8.400,1,Satisfactory,8,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,3,Anand,Anklav,2020-2021,GJ0305P3,MRL02-Bilpad Santpura Jilod Road,7.740,0,--,4,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,3,Anand,Anklav,2020-2021,GJ0305P3,T01-Umeta Manpura Navakhal Bilpad Road,12.190,1,Satisfactory,3,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,3,Anand,Borsad,2020-2021,GJ0306P3,MRL02-Khanpur Khodiyarpura Virsad Ravlapura Vasna (R) Raijipura Saijpur Road,6.650,1,Satisfactory,6,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,3,Anand,Borsad,2020-2021,GJ0306P3,MRL07-Borsad Rudel Sharnokui Road,8.180,1,Satisfactory,4,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,3,Anand,Khambhat,2020-2021,GJ0302P3,T02-Vatra Ralej Rajpur Jhangirpura Dali Road,12.920,1,Satisfactory,12,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,3,Anand,Tarpur,2020-2021,GJ0307P3,MRL02-Valli vaghatalav Galiyana Road,7.530,1,Satisfactory,4,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,3,Anand,Umreth,2020-2021,GJ0301P3,MRL02-Shili Indiranagri Raghapura Malsarpura Road,10.660,1,Satisfactory,8,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Bayad,2020-2021,GJ3301P3,T01-Limb Mathasuliya Chandrej Vajepurakampa Ghodnal Road,16.270,1,Satisfactory,10,Unsatisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Bayad,2020-2021,GJ3306P3,T05-Chhabhau Bormath Arjanvav Madhavkampa Ubharani Mata Road,11.030,0,--,3,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Bhiloda,2011-2012,GJ2136E1,VR - Bornala Khakhaldharo,2.490,0,--,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Bhiloda,2011-2012,GJ2136E1,VR  - Dhandhasan Tabiyar Faliya joining to smasangruh road,2.050,0,--,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Bhiloda,2012-2013,GJ2132E1,VR - Dhansor Bheshdari Fara Talav road,2.800,0,--,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Bhiloda,2012-2013,GJ2132E1,VR - Sarani to Indrapura road,2.000,0,--,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Dhansura,2020-2021,GJ3304P3,T04-Dhansura Shikakampa Ramana Malekpur Gadhadakot bhotudevno math road,10.760,1,Satisfactory,6,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Dhansura,2020-2021,GJ3304P3,T01-Jamatha Butal Janjaari Dolapur kampa Shinol road,8.200,1,Satisfactory,5,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Malpur,2020-2021,GJ3302P3,T01-Jitpur Kaliyakuva Nava Hiratimba Kathi na Muvada Road,11.400,1,Satisfactory,3,Unsatisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Meghraj,2020-2021,GJ3303P3,MRL02-bhutiya rayavada tumbuliya kaliyakuva,10.410,1,Satisfactory,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Meghraj,2020-2021,GJ3307P3,MRL01-dharola panibar tarakvada punjapur road,13.390,0,--,3,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Modasa,2018-2019,GJ2109B,L141-Maheshwar Mahadev Approach Road,0.000,1,Satisfactory,0,--,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Modasa,2020-2021,GJ3304P3,MRL03-Maradiya jitpur Mahadevgram Gokhrava road,5.250,0,--,3,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,4,Arvalli,Modasa,2020-2021,GJ3305P3,T03-Sayara Dadhaliya Jambusar Jitapur Kudol Kudolkampa road,18.430,1,Satisfactory,9,Unsatisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Amirgadh,2016-2017,GJ0425,L088-Guda Dabhchitra Approach Road,2.150,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Amirgadh,2016-2017,GJ0425,L023-Upalakhapa to Khapa Road,2.000,1,Required Improvement,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Amirgadh,2017-2018,GJ0415E1,L072-Danpura Kapasiya to Sakaraveri Road,4.300,1,Unsatisfactory,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Amirgadh,2017-2018,GJ0416,L070-Khara to Zalara karza Road,4.100,1,Required Improvement,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Amirgadh,2020-2021,GJ0408P3,MRL01-Ganta Balundra to Iqbalgadh road,9.900,1,Unsatisfactory,4,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Amirgadh,2020-2021,GJ0408P3,T04-Ajapura mota To Kansara Ambapani  Iqbalgadh Road13,14.700,3,Satisfactory,3,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Bhabhar,2020-2021,GJ0406P3,T01-bhabhar kaparupur undai varsada road,11.250,2,Required Improvement,6,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Bhabhar,2020-2021,GJ0410P3,MRL06-khara bhodaliy to kuvala road,6.700,2,Satisfactory,1,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2016-2017,GJ0422,L046-Mal Approach Road,3.980,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2016-2017,GJ0422,L039-Rayania to Vadnal Aproach Road,0.960,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2016-2017,GJ0422,L094-Pith Approach Road,4.230,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2016-2017,GJ0423,L025-Amalimal Approach Road,0.800,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2016-2017,GJ0423,L077-Pansa Jambera Road,3.090,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2016-2017,GJ0423,L101-Vagadakyari Approach Road,0.900,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2016-2017,GJ0424,L029-SH to Ranpur Banglow to Udavaspara Approach Road,2.300,0,--,2,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2016-2017,GJ0424,L076-Manpur Kansa Road,5.100,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2017-2018,GJ0412E1,L123-VR to Miravas Approach Road,2.060,1,Satisfactory,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2017-2018,GJ0413E1,L040-Rayaniapara app Road,2.030,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2017-2018,GJ0414E1,L126-Dhareda to Dhuchaniyafali Approach Road,1.900,0,--,1,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2020-2021,GJ0401P3,MRL02-Mota Bamodra Umari Hadad Road,7.250,1,Satisfactory,5,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Danta,2020-2021,GJ0409P3,T01-Beda Barwas Dalpura Gorad Tundiya Kantiwas to Dist. Limit Road,18.210,2,Satisfactory,8,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Dantiwada,2020-2021,GJ0412P3,MRL12-dantiwada Ramnagar ramsida Road,7.070,2,Satisfactory,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Deesa,2020-2021,GJ0402P3,T01-NH TO Varnoda Nani Kamoda Deka To MDR Road,9.920,2,Satisfactory,4,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Deesa,2020-2021,GJ0402P3,MRL05-Bodal Chhatrala To Sadarpur Road,7.380,3,Satisfactory,4,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Deodar,2020-2021,GJ0411P3,MRL02-fulpura kotarvada to premnagar road,5.650,2,Satisfactory,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Dhanera,2020-2021,GJ0412P3,MRL01-shera rampuramota valer road,7.800,2,Satisfactory,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Dhanera,2020-2021,GJ0412P3,T04-rajoda mewada runi road,14.270,2,Satisfactory,3,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Palanpur,2020-2021,GJ0405P3,T08-Mervada Pipali Vasan Ambliyal Malan Malapuriya Road,16.960,3,Satisfactory,13,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Palanpur,2020-2021,GJ0413P3,T07-Chandisar Khodala To badarpura Road,9.130,2,Satisfactory,6,Required Improvement,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Tharad,2020-2021,GJ0403P3,T02-Luvana Jadara Road,10.670,1,Satisfactory,6,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Tharad,2020-2021,GJ0414P3,MRL01-Kamali changada Road,5.670,2,Satisfactory,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Vadgam,2020-2021,GJ0404P3,MRL10-Vesa gidasan nagana road,6.420,2,Satisfactory,4,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Vadgam,2020-2021,GJ0415P3,MRL07-Pachada Salemkot Badarpura Mepada Road,5.520,1,Satisfactory,4,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,5,Banaskantha,Wav,2020-2021,GJ0407P3,T01-Dendava Bhatvar Khardol  Asharagam Road,13.470,3,Satisfactory,6,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Amod,2020-2021,GJ0501P3,MRL01-Nahier Tegva Ninam Ghamnad Road,8.100,0,--,6,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Ankleshwar,2013-2014,GJ-05-02,T04-Ankleshwar Panoli Vaya Umarvada Alunj road (02/1),11.760,0,--,1,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Jambusar,2020-2021,GJ0504P3,MRL01-Piludra Kahanava Dharampura Road,8.020,1,Satisfactory,3,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Jambusar,2020-2021,GJ0504P3,T02-Jantran Thanava Kimoj Kantharia Kavi Road,12.600,0,--,3,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Jhagadia,2012-2013,GJ0520,Kapalsadi - Gumanpura,2.010,0,--,1,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Jhagadia,2012-2013,GJ0520,T01 - Orefalia,1.290,0,--,1,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Jhagadia,2012-2013,GJ0520,Gundecha-L079 - Karmafalia,1.860,0,--,1,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Jhagadia,2013-2014,GJ05-24,L093-Padal Jamoli Road,1.050,0,--,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Valia,2013-2014,GJ05-24,L054-Itkla Singla New App Road,1.900,0,--,3,Unsatisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Valia,2020-2021,GJ0505P3,T01-Gundiya chikhali kamaliya zarana vaghandevi panchsim bhenshkhetar dattnagar,17.600,1,Satisfactory,2,Satisfactory,Total,"3,351.312",309,"2,080"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,6,Bharuch,Valia,2020-2021,GJ0505P3,T05-Rajgadh bhaga Bharadia nikoli holakotar mokhadi ghata road,12.400,1,Satisfactory,2,Satisfactory,Total,"3,351.312",309,"2,080"
